Name,FIPS,"% Language Spoken at Home | French, Haitian, or Cajun, 2021 [Estimated]"
"Wright County, MN",27171,0.1235
"Wright County, MO",29229,0
"Wyandot County, OH",39175,0.1311
"Wyandotte County, KS",20209,0.1084
"Wyoming County, NY",36121,0.0798
"Wyoming County, PA",42131,0.0545
"Wyoming County, WV",54109,0
"Wythe County, VA",51197,0
"Yabucoa Municipio, PR",72151,0
"Yadkin County, NC",37197,0.0479
"Yakima County, WA",53077,0.2262
"Yakutat City and Borough, AK",02282,0
"Yalobusha County, MS",28161,0.6349
"Yamhill County, OR",41071,0.2577
"Yancey County, NC",37199,0.206
"Yankton County, SD",46135,0.0514
"Yates County, NY",36123,0.0727
"Yauco Municipio, PR",72153,0.1116
"Yavapai County, AZ",04025,0.3541
"Yazoo County, MS",28163,0.6981
"Yell County, AR",05149,0
"Yellow Medicine County, MN",27173,0
"Yellowstone County, MT",30111,0.2303
"Yoakum County, TX",48501,0
"Yolo County, CA",06113,0.4366
"York County, ME",23031,2.9615
"York County, NE",31185,0.248
"York County, PA",42133,0.2501
"York County, SC",45091,0.448
"York County, VA",51199,0.5536
"Young County, TX",48503,0.2597
"Yuba County, CA",06115,0.1659
"Yukon-Koyukuk Census Area, AK",02290,0.5155
"Yuma County, AZ",04027,0.1611
"Yuma County, CO",08125,0
"Zapata County, TX",48505,0
"Zavala County, TX",48507,0
"Ziebach County, SD",46137,0.1905
